order_id,product_category,price,customer_rating,shipping_status,order_date
1067,Clothing,47.23,,Delivered,2026-04-02
1068,Beauty,30.99,3.0,Delivered,2026-03-28
1069,Clothing,62.87,2.0,Cancelled,2026-06-14
1070,Beauty,64.58,3.0,Delivered,2026-06-13
1071,Home,162.23,5.0,Pending,2026-04-24
1072,Clothing,46.54,4.0,Delivered,2026-06-08
1073,Clothing,20.68,2.0,Cancelled,2026-04-29
1074,Beauty,13.4,5.0,Pending,2026-05-09
1075,Home,494.11,5.0,Delivered,2026-05-01
1076,Home,225.33,5.0,Delivered,2026-05-19
1077,Home,204.48,2.0,Cancelled,2026-04-03
1078,Clothing,106.75,,Delivered,2026-05-26
1079,Electronics,300.99,5.0,Delivered,2026-06-22
1080,Clothing,143.24,,Delivered,2026-06-14
1081,Beauty,159.41,1.0,Pending,2026-05-27
1082,Home,62.92,1.0,Pending,2026-04-25
1083,Clothing,71.37,4.0,Delivered,2026-06-21
1084,Clothing,133.68,5.0,Delivered,2026-03-13
1085,Clothing,142.54,,Delivered,2026-04-25
1086,Clothing,78.1,4.0,Delivered,2026-03-18
1087,Home,314.44,2.0,Cancelled,2026-04-23
1088,Home,100.18,4.0,Delivered,2026-05-16
1089,Beauty,198.32,5.0,Delivered,2026-06-21
1090,Electronics,316.42,3.0,Delivered,2026-06-09
1091,Clothing,142.27,5.0,Pending,2026-04-12
1092,Home,331.83,5.0,Delivered,2026-04-08
1093,Home,311.71,2.0,Delivered,2026-04-30
1094,Electronics,639.59,4.0,Delivered,2026-04-11
1095,Home,130.72,3.0,Delivered,2026-05-20
1096,Electronics,253.01,5.0,Delivered,2026-05-18
1097,Electronics,303.56,4.0,Delivered,2026-03-18
1098,Electronics,264.4,4.0,Delivered,2026-03-23
1099,Clothing,120.24,5.0,Cancelled,2026-04-23
1100,Clothing,62.27,3.0,Pending,2026-06-23
1101,Clothing,22.81,5.0,Cancelled,2026-03-30
1102,Home,485.17,4.0,Delivered,2026-06-06
1103,Clothing,134.31,2.0,Cancelled,2026-04-27
1104,Electronics,1116.92,4.0,Delivered,2026-05-07
1105,Beauty,199.03,,Delivered,2026-05-06
1106,Clothing,38.48,3.0,Delivered,2026-05-10
1107,Electronics,505.68,,Delivered,2026-03-18
1108,Home,383.95,5.0,Delivered,2026-06-14
1109,Clothing,108.96,3.0,Delivered,2026-03-07
1110,Clothing,35.78,5.0,Delivered,2026-04-09
1111,Clothing,125.14,2.0,Delivered,2026-05-09
1112,Clothing,45.3,2.0,Delivered,2026-05-25
1113,Beauty,52.53,2.0,Delivered,2026-05-04
1114,Beauty,112.03,5.0,Delivered,2026-05-07
1115,Home,304.61,4.0,Pending,2026-06-18
1116,Beauty,120.22,2.0,Pending,2026-04-18
1117,Beauty,27.38,,Delivered,2026-04-21
1118,Clothing,133.46,4.0,Delivered,2026-06-22
1119,Beauty,60.46,1.0,Delivered,2026-06-15
1120,Electronics,198.94,5.0,Pending,2026-03-29
1121,Beauty,178.86,5.0,Delivered,2026-03-21
1122,Beauty,191.57,4.0,Delivered,2026-05-29
1123,Clothing,131.39,5.0,Delivered,2026-05-17
1124,Clothing,124.28,3.0,Delivered,2026-03-09
1125,Clothing,103.46,5.0,Delivered,2026-04-16
1126,Electronics,683.49,4.0,Pending,2026-05-15
1127,Beauty,26.53,4.0,Delivered,2026-04-11
1128,Beauty,87.61,2.0,Delivered,2026-04-20
1129,Clothing,65.31,5.0,Pending,2026-04-25
1130,Electronics,348.72,3.0,Pending,2026-04-20
1131,Electronics,881.93,2.0,Delivered,2026-05-09
1132,Clothing,81.94,,Delivered,2026-03-20
1133,Clothing,25.94,4.0,Delivered,2026-05-27
1134,Clothing,44.72,4.0,Cancelled,2026-03-27
1135,Beauty,139.82,5.0,Delivered,2026-04-07
1136,Clothing,25.28,5.0,Cancelled,2026-05-11
1137,Electronics,1028.89,1.0,Delivered,2026-05-04
1138,Home,257.67,5.0,Delivered,2026-04-23
1139,Electronics,602.67,2.0,Delivered,2026-06-21
1140,Beauty,122.56,5.0,Delivered,2026-06-21
1141,Beauty,166.69,5.0,Delivered,2026-03-24
1142,Clothing,61.95,4.0,Delivered,2026-04-16
1143,Electronics,829.72,5.0,Delivered,2026-05-10
1144,Clothing,91.37,3.0,Cancelled,2026-05-22
1145,Clothing,51.05,4.0,Delivered,2026-05-25
1146,Clothing,133.62,5.0,Pending,2026-05-02
1147,Home,402.76,4.0,Delivered,2026-04-26
1148,Electronics,807.22,3.0,Delivered,2026-04-24
1149,Clothing,129.83,4.0,Delivered,2026-04-29
1150,Clothing,132.08,5.0,Delivered,2026-06-07
1151,Beauty,144.59,3.0,Cancelled,2026-05-01
1152,Clothing,128.0,2.0,Delivered,2026-03-30
1153,Clothing,109.16,5.0,Delivered,2026-06-01
1154,Electronics,832.16,5.0,Delivered,2026-03-22
1155,Beauty,127.54,2.0,Delivered,2026-05-14
1156,Clothing,116.62,2.0,Delivered,2026-05-23
1157,Home,96.13,2.0,Pending,2026-03-29
1158,Home,442.82,,Pending,2026-06-23
1159,Clothing,132.7,,Delivered,2026-04-10
1160,Home,34.04,5.0,Delivered,2026-04-11
1161,Electronics,999.69,4.0,Delivered,2026-06-06
1162,Home,81.86,,Delivered,2026-05-04
1163,Home,180.86,3.0,Delivered,2026-03-31
1164,Electronics,905.03,5.0,Delivered,2026-03-30
1165,Clothing,36.7,4.0,Delivered,2026-06-20
1166,Beauty,165.41,5.0,Delivered,2026-03-18
1167,Clothing,127.34,,Delivered,2026-03-17
1168,Clothing,83.51,2.0,Delivered,2026-04-07
1169,Clothing,15.86,,Delivered,2026-03-14
1170,Electronics,380.09,3.0,Delivered,2026-05-26
1171,Home,316.12,4.0,Pending,2026-05-28
1172,Clothing,147.46,1.0,Delivered,2026-05-18
1173,Electronics,776.59,2.0,Delivered,2026-06-18
1174,Clothing,50.07,,Delivered,2026-04-25
1175,Home,324.32,2.0,Pending,2026-03-22
1176,Clothing,87.9,5.0,Delivered,2026-05-06
1177,Home,394.33,3.0,Delivered,2026-04-25
1178,Electronics,173.03,4.0,Delivered,2026-03-19
1179,Beauty,154.6,4.0,Pending,2026-04-26
1180,Clothing,88.07,,Cancelled,2026-04-13
1181,Clothing,145.0,3.0,Delivered,2026-06-06
1182,Clothing,61.15,2.0,Cancelled,2026-04-04
1183,Beauty,130.2,1.0,Cancelled,2026-06-22
1184,Beauty,187.09,3.0,Cancelled,2026-03-01
1185,Clothing,28.84,4.0,Delivered,2026-04-21
1186,Home,469.87,,Delivered,2026-05-24
1187,Beauty,140.7,5.0,Delivered,2026-06-01
1188,Electronics,128.01,5.0,Pending,2026-05-09
1189,Electronics,396.11,5.0,Delivered,2026-04-06
1190,Clothing,110.6,4.0,Delivered,2026-05-04
1191,Clothing,24.09,3.0,Delivered,2026-04-20
1192,Beauty,120.61,5.0,Pending,2026-03-01
1193,Beauty,75.72,4.0,Pending,2026-05-30
1194,Home,318.04,4.0,Delivered,2026-03-21
1195,Clothing,21.18,2.0,Pending,2026-04-22
1196,Clothing,132.66,3.0,Delivered,2026-03-16
1197,Home,487.27,4.0,Pending,2026-06-16
1198,Beauty,194.09,5.0,Delivered,2026-04-30
1199,Beauty,152.43,4.0,Delivered,2026-04-23
1200,Home,82.44,,Cancelled,2026-04-09
1201,Home,383.97,5.0,Delivered,2026-03-26
1202,Clothing,18.32,2.0,Pending,2026-05-19
1203,Clothing,17.99,3.0,Delivered,2026-05-31
1204,Beauty,71.49,1.0,Delivered,2026-05-04
1205,Home,254.55,5.0,Delivered,2026-06-08
1206,Clothing,119.01,5.0,Delivered,2026-05-13
1207,Clothing,107.24,3.0,Delivered,2026-05-03
1208,Home,234.03,5.0,Delivered,2026-04-12
1209,Clothing,51.94,3.0,Delivered,2026-03-17
1210,Clothing,149.61,5.0,Delivered,2026-04-28
1211,Electronics,540.11,5.0,Cancelled,2026-03-23
1212,Home,236.67,5.0,Cancelled,2026-03-07
1213,Home,98.54,1.0,Delivered,2026-04-13
1214,Clothing,122.3,5.0,Pending,2026-04-22
1215,Home,352.97,5.0,Delivered,2026-05-10
1216,Clothing,44.8,3.0,Delivered,2026-06-16
1217,Clothing,26.12,5.0,Pending,2026-05-18
1218,Home,346.64,3.0,Cancelled,2026-04-03
1219,Home,334.17,5.0,Delivered,2026-04-15
1220,Beauty,61.92,2.0,Pending,2026-06-17
1221,Home,476.41,5.0,Delivered,2026-05-07
1222,Electronics,223.72,4.0,Cancelled,2026-05-17
1223,Clothing,73.37,1.0,Delivered,2026-05-17
1224,Electronics,1135.16,2.0,Delivered,2026-03-16
1225,Clothing,71.66,,Delivered,2026-05-10
1226,Clothing,101.2,,Delivered,2026-06-04
1227,Beauty,85.54,,Delivered,2026-03-19
1228,Electronics,365.35,4.0,Cancelled,2026-03-02
1229,Beauty,196.96,3.0,Delivered,2026-03-10
1230,Home,216.48,3.0,Delivered,2026-04-19
1231,Home,449.17,5.0,Delivered,2026-05-20
1232,Electronics,314.45,1.0,Delivered,2026-06-09
1233,Electronics,295.07,,Delivered,2026-03-12
1234,Electronics,85.8,5.0,Delivered,2026-05-09
1235,Clothing,102.98,4.0,Delivered,2026-03-22
1236,Home,196.89,4.0,Delivered,2026-04-01
1237,Clothing,131.69,5.0,Delivered,2026-06-13
1238,Clothing,78.88,2.0,Pending,2026-05-23
1239,Home,484.73,1.0,Cancelled,2026-03-01
1240,Clothing,40.05,2.0,Delivered,2026-04-23
1241,Beauty,175.04,5.0,Delivered,2026-06-19
1242,Beauty,157.55,1.0,Delivered,2026-04-27
1243,Beauty,156.48,,Delivered,2026-05-09
1244,Electronics,1021.5,,Delivered,2026-05-22
1245,Clothing,117.74,5.0,Delivered,2026-03-18
1246,Beauty,128.98,4.0,Delivered,2026-03-06
1247,Electronics,200.93,1.0,Delivered,2026-04-14
1248,Beauty,16.18,5.0,Delivered,2026-06-05
1249,Beauty,184.96,4.0,Pending,2026-03-23
1250,Beauty,127.16,2.0,Cancelled,2026-03-23
1251,Clothing,122.53,1.0,Delivered,2026-03-26
1252,Electronics,603.75,5.0,Delivered,2026-05-16
1253,Beauty,32.29,4.0,Pending,2026-03-07
1254,Clothing,31.9,,Cancelled,2026-05-18
1255,Clothing,107.55,5.0,Delivered,2026-04-13
1256,Electronics,544.85,4.0,Delivered,2026-03-27
1257,Beauty,48.1,4.0,Delivered,2026-03-26
1258,Home,255.97,3.0,Delivered,2026-06-05
1259,Electronics,123.84,3.0,Delivered,2026-05-18
1260,Clothing,93.57,3.0,Delivered,2026-04-05
1261,Home,149.12,5.0,Delivered,2026-06-17
1262,Beauty,161.54,4.0,Delivered,2026-04-24
1263,Clothing,56.9,5.0,Pending,2026-05-03
1264,Electronics,573.5,3.0,Delivered,2026-05-30
1265,Beauty,12.21,4.0,Delivered,2026-04-26
1266,Home,54.77,4.0,Delivered,2026-05-08
1267,Home,208.4,4.0,Delivered,2026-04-30
1268,Home,250.37,5.0,Cancelled,2026-03-02
1269,Electronics,740.02,2.0,Delivered,2026-04-24
1270,Clothing,54.37,,Delivered,2026-06-05
1271,Beauty,142.05,2.0,Pending,2026-05-19
1272,Beauty,173.42,,Delivered,2026-05-26
1273,Beauty,158.17,4.0,Cancelled,2026-04-07
1274,Beauty,17.53,,Delivered,2026-05-19
1275,Electronics,602.58,5.0,Delivered,2026-05-17
1276,Electronics,170.67,4.0,Delivered,2026-03-29
1277,Home,136.18,5.0,Delivered,2026-03-26
1278,Home,493.6,4.0,Pending,2026-04-04
1279,Home,88.4,4.0,Pending,2026-05-18
1280,Home,259.47,,Delivered,2026-05-06
1281,Beauty,127.45,3.0,Delivered,2026-05-26
1282,Clothing,109.83,3.0,Pending,2026-03-29
1283,Electronics,693.6,4.0,Cancelled,2026-04-03
1284,Clothing,16.32,1.0,Delivered,2026-06-05
1285,Electronics,425.43,2.0,Delivered,2026-04-10
1286,Clothing,84.89,,Delivered,2026-04-10
1287,Electronics,151.05,5.0,Pending,2026-03-23
1288,Electronics,453.22,3.0,Delivered,2026-05-10
1289,Clothing,19.48,4.0,Delivered,2026-03-03
1290,Electronics,140.37,2.0,Pending,2026-04-27
1291,Clothing,68.58,4.0,Delivered,2026-04-01
1292,Clothing,32.92,3.0,Delivered,2026-03-31
1293,Beauty,117.83,,Delivered,2026-05-21
1294,Electronics,842.88,4.0,Delivered,2026-04-12
1295,Clothing,123.08,1.0,Delivered,2026-03-07
1296,Electronics,280.17,1.0,Delivered,2026-06-13
1297,Home,100.39,2.0,Delivered,2026-03-01
1298,Clothing,29.12,1.0,Delivered,2026-04-30
1299,Home,325.49,2.0,Pending,2026-03-14
1300,Clothing,110.37,3.0,Pending,2026-04-21
1301,Clothing,19.26,5.0,Delivered,2026-06-04
1302,Electronics,1126.64,4.0,Delivered,2026-03-06
1303,Electronics,109.77,4.0,Delivered,2026-06-11
1304,Home,279.82,3.0,Delivered,2026-03-10
1305,Home,360.35,5.0,Delivered,2026-05-10
1306,Beauty,175.48,,Delivered,2026-05-29
1307,Electronics,871.2,1.0,Delivered,2026-06-06
1308,Clothing,123.23,4.0,Delivered,2026-03-30
1309,Home,182.94,2.0,Delivered,2026-06-08
1310,Clothing,125.0,,Delivered,2026-03-21
1311,Electronics,142.13,4.0,Delivered,2026-04-29
1312,Clothing,135.8,5.0,Delivered,2026-05-20
1313,Clothing,88.92,4.0,Delivered,2026-06-05
1314,Beauty,165.29,5.0,Cancelled,2026-05-13
1315,Beauty,95.94,5.0,Cancelled,2026-06-23
1316,Home,328.92,2.0,Delivered,2026-05-02
1317,Electronics,655.36,3.0,Delivered,2026-06-19
1318,Clothing,113.76,3.0,Delivered,2026-04-11
1319,Clothing,26.02,3.0,Delivered,2026-04-20
1320,Clothing,23.15,3.0,Delivered,2026-05-03
1321,Electronics,334.17,,Pending,2026-05-15
1322,Home,96.58,5.0,Delivered,2026-04-25
1323,Home,438.46,4.0,Pending,2026-05-19
1324,Clothing,44.59,3.0,Delivered,2026-04-10
1325,Beauty,195.41,5.0,Delivered,2026-04-01
1326,Home,181.71,5.0,Pending,2026-03-15
1327,Electronics,259.44,,Delivered,2026-05-01
1328,Home,399.06,,Delivered,2026-03-27
1329,Electronics,807.51,4.0,Delivered,2026-03-28
1330,Clothing,82.26,1.0,Delivered,2026-05-20
1331,Electronics,688.67,3.0,Cancelled,2026-05-03
1332,Home,365.22,1.0,Delivered,2026-06-18
1333,Clothing,45.84,4.0,Cancelled,2026-04-28
1334,Clothing,149.51,4.0,Cancelled,2026-06-22
1335,Clothing,146.6,2.0,Pending,2026-04-27
1336,Clothing,102.79,3.0,Delivered,2026-03-02
1337,Beauty,47.91,4.0,Delivered,2026-04-05
1338,Home,346.51,3.0,Pending,2026-06-22
1339,Electronics,133.03,2.0,Delivered,2026-05-10
1340,Clothing,19.14,3.0,Delivered,2026-03-13
1341,Electronics,346.34,5.0,Delivered,2026-03-15
1342,Electronics,582.02,1.0,Delivered,2026-05-28
1343,Clothing,132.22,1.0,Delivered,2026-05-26
1344,Electronics,886.24,3.0,Delivered,2026-04-29
1345,Electronics,904.11,5.0,Delivered,2026-03-22
1346,Home,224.24,4.0,Pending,2026-05-02
1347,Home,186.05,4.0,Delivered,2026-05-29
1348,Clothing,65.09,3.0,Cancelled,2026-06-05
1349,Electronics,1185.8,,Delivered,2026-05-14
1350,Home,39.25,,Pending,2026-05-13
1351,Electronics,1047.09,4.0,Delivered,2026-03-25
1352,Beauty,119.95,5.0,Pending,2026-06-09
1353,Home,230.54,4.0,Delivered,2026-04-17
1354,Clothing,112.91,5.0,Pending,2026-04-12
1355,Clothing,80.7,5.0,Delivered,2026-04-07
1356,Home,439.24,2.0,Cancelled,2026-04-10
1357,Clothing,136.59,5.0,Cancelled,2026-04-14
1358,Electronics,534.98,1.0,Delivered,2026-05-27
1359,Beauty,62.6,4.0,Delivered,2026-04-09
1360,Electronics,731.2,,Pending,2026-06-18
1361,Electronics,1099.22,1.0,Delivered,2026-06-05
1362,Home,121.12,3.0,Pending,2026-03-17
1363,Electronics,766.41,3.0,Delivered,2026-05-27
1364,Electronics,776.29,4.0,Delivered,2026-06-09
1365,Beauty,149.29,4.0,Cancelled,2026-04-26
1366,Electronics,201.3,1.0,Delivered,2026-03-02
1367,Beauty,146.01,2.0,Pending,2026-06-04
1368,Beauty,182.72,4.0,Delivered,2026-05-01
1369,Clothing,39.26,3.0,Delivered,2026-05-27
1370,Clothing,47.07,5.0,Delivered,2026-03-09
1371,Clothing,146.14,4.0,Delivered,2026-05-07
1372,Clothing,39.43,5.0,Delivered,2026-05-20
1373,Clothing,130.34,4.0,Delivered,2026-03-17
1374,Home,256.29,,Delivered,2026-04-19
1375,Clothing,48.38,4.0,Delivered,2026-06-20
1376,Clothing,132.55,3.0,Pending,2026-06-02
1377,Beauty,94.61,3.0,Delivered,2026-04-09
1378,Clothing,84.5,5.0,Delivered,2026-04-27
1379,Beauty,78.25,3.0,Delivered,2026-05-14
1380,Clothing,95.05,5.0,Delivered,2026-05-24
1381,Clothing,37.08,5.0,Pending,2026-03-21
1382,Home,207.72,5.0,Delivered,2026-03-18
1383,Home,485.32,,Delivered,2026-04-24
1384,Beauty,59.05,3.0,Delivered,2026-03-29
1385,Home,335.23,3.0,Delivered,2026-03-24
1386,Beauty,71.79,4.0,Pending,2026-05-13
1387,Clothing,119.42,3.0,Delivered,2026-06-17
1388,Clothing,32.67,4.0,Pending,2026-03-17
1389,Home,485.51,5.0,Delivered,2026-03-18
1390,Beauty,96.22,4.0,Delivered,2026-04-11
1391,Beauty,54.85,3.0,Cancelled,2026-06-20
1392,Electronics,134.52,2.0,Delivered,2026-05-23
1393,Electronics,245.22,3.0,Delivered,2026-06-09
1394,Home,269.49,2.0,Delivered,2026-04-14
1395,Clothing,60.5,5.0,Delivered,2026-05-21
1396,Beauty,167.49,3.0,Delivered,2026-03-17
1397,Beauty,91.87,,Delivered,2026-05-12
1398,Electronics,336.02,1.0,Delivered,2026-03-14
1399,Home,316.23,4.0,Delivered,2026-04-18
1400,Home,359.25,4.0,Delivered,2026-03-29
1401,Clothing,37.55,3.0,Delivered,2026-06-03
1402,Beauty,41.85,1.0,Delivered,2026-03-04
1403,Electronics,92.17,3.0,Delivered,2026-05-21
1404,Beauty,149.92,3.0,Cancelled,2026-03-20
1405,Clothing,104.61,4.0,Delivered,2026-04-16
1406,Beauty,100.18,4.0,Cancelled,2026-06-15
1407,Electronics,1020.8,3.0,Delivered,2026-06-16
1408,Clothing,123.77,,Delivered,2026-03-09
1409,Beauty,121.22,5.0,Delivered,2026-05-16
1410,Clothing,132.22,4.0,Delivered,2026-05-18
1411,Clothing,42.79,4.0,Delivered,2026-03-27
1412,Beauty,31.26,2.0,Delivered,2026-03-15
1413,Beauty,61.25,4.0,Delivered,2026-05-31
1414,Electronics,115.65,1.0,Cancelled,2026-06-09
1415,Home,274.96,,Delivered,2026-03-19
1416,Electronics,1127.1,5.0,Delivered,2026-05-29
1417,Clothing,20.31,3.0,Pending,2026-04-21
1418,Clothing,31.48,1.0,Delivered,2026-03-26
1419,Home,237.06,1.0,Delivered,2026-05-28
1420,Home,468.26,3.0,Delivered,2026-03-26
1421,Home,171.75,,Cancelled,2026-03-26
1422,Home,263.47,1.0,Pending,2026-04-15
1423,Clothing,20.61,5.0,Delivered,2026-05-31
1424,Electronics,220.59,,Delivered,2026-04-18
1425,Clothing,148.2,3.0,Cancelled,2026-05-21
1426,Electronics,1159.89,5.0,Delivered,2026-06-04
1427,Electronics,55.68,2.0,Delivered,2026-04-22
1428,Beauty,190.84,,Delivered,2026-03-03
1429,Electronics,784.99,3.0,Delivered,2026-05-05
1430,Clothing,132.17,5.0,Delivered,2026-06-05
1431,Clothing,76.39,,Delivered,2026-04-11
1432,Home,267.49,5.0,Delivered,2026-03-19
1433,Home,254.65,5.0,Delivered,2026-03-17
1434,Clothing,105.03,,Pending,2026-06-16
1435,Clothing,33.85,5.0,Delivered,2026-04-02
1436,Home,34.39,3.0,Delivered,2026-05-15
1437,Clothing,56.57,3.0,Delivered,2026-04-18
1438,Beauty,143.89,3.0,Delivered,2026-04-25
1439,Home,116.89,4.0,Delivered,2026-05-02
1440,Clothing,105.91,,Delivered,2026-03-03
1441,Clothing,145.94,,Pending,2026-06-15
1442,Beauty,27.84,4.0,Cancelled,2026-04-18
1443,Electronics,823.49,5.0,Delivered,2026-04-24
1444,Electronics,560.31,5.0,Delivered,2026-03-26
1445,Beauty,174.95,3.0,Delivered,2026-06-07
1446,Beauty,43.66,,Pending,2026-05-11
1447,Beauty,141.6,3.0,Pending,2026-04-21
1448,Home,422.3,2.0,Delivered,2026-06-08
1449,Electronics,1136.31,1.0,Delivered,2026-03-07
1450,Clothing,107.24,3.0,Pending,2026-04-15
1451,Home,258.64,3.0,Delivered,2026-04-15
1452,Electronics,760.52,5.0,Delivered,2026-06-08
1453,Electronics,1049.24,4.0,Delivered,2026-03-16
1454,Beauty,118.42,3.0,Delivered,2026-03-24
1455,Clothing,19.1,4.0,Pending,2026-04-30
1456,Electronics,1120.59,2.0,Cancelled,2026-04-23
1457,Clothing,108.09,3.0,Delivered,2026-05-01
1458,Electronics,827.99,,Delivered,2026-03-01
1459,Clothing,44.12,4.0,Delivered,2026-04-18
1460,Clothing,103.95,3.0,Delivered,2026-03-25
1461,Clothing,68.17,,Delivered,2026-03-10
1462,Home,332.59,,Delivered,2026-05-19
1463,Home,71.16,,Delivered,2026-03-16
1464,Electronics,806.52,4.0,Delivered,2026-04-27
1465,Beauty,199.89,4.0,Delivered,2026-05-11
1466,Electronics,105.44,2.0,Delivered,2026-03-29
1467,Clothing,146.92,3.0,Delivered,2026-06-11
1468,Beauty,87.31,1.0,Delivered,2026-05-31
1469,Clothing,132.55,,Cancelled,2026-03-06
1470,Beauty,158.65,4.0,Delivered,2026-03-16
1471,Clothing,91.55,2.0,Delivered,2026-03-20
1472,Beauty,150.31,,Pending,2026-05-19
1473,Clothing,133.6,5.0,Cancelled,2026-05-10
1474,Beauty,86.79,5.0,Delivered,2026-06-13
1475,Electronics,426.09,4.0,Pending,2026-05-17
1476,Beauty,136.84,5.0,Delivered,2026-04-12
1477,Clothing,124.06,2.0,Delivered,2026-03-26
1478,Electronics,926.63,5.0,Delivered,2026-05-29
1479,Beauty,161.58,2.0,Delivered,2026-05-17
1480,Electronics,550.92,5.0,Delivered,2026-05-10
1481,Home,412.56,3.0,Delivered,2026-04-02
1482,Home,77.7,5.0,Delivered,2026-03-26
1483,Electronics,676.16,5.0,Delivered,2026-04-14
1484,Home,22.76,,Delivered,2026-05-23
1485,Electronics,423.27,4.0,Delivered,2026-05-02
1486,Beauty,79.63,5.0,Delivered,2026-05-06
1487,Clothing,68.48,4.0,Pending,2026-04-21
1488,Clothing,108.89,,Pending,2026-05-07
1489,Beauty,83.83,4.0,Pending,2026-03-26
1490,Beauty,95.25,3.0,Delivered,2026-05-14
1491,Electronics,323.18,3.0,Pending,2026-03-02
1492,Home,199.16,2.0,Delivered,2026-03-14
1493,Clothing,45.68,5.0,Delivered,2026-06-16
1494,Clothing,24.88,3.0,Delivered,2026-03-30
1495,Electronics,743.97,4.0,Delivered,2026-04-18
1496,Electronics,818.44,4.0,Delivered,2026-03-12
1497,Electronics,762.41,4.0,Delivered,2026-05-29
1498,Clothing,77.57,,Pending,2026-04-13
1499,Beauty,82.16,5.0,Delivered,2026-04-02
1500,Beauty,174.03,3.0,Delivered,2026-03-13
1501,Home,269.16,,Cancelled,2026-05-17
1502,Electronics,601.06,5.0,Delivered,2026-05-27
1503,Clothing,18.46,4.0,Delivered,2026-06-06
1504,Beauty,74.84,5.0,Delivered,2026-06-16
1505,Home,202.49,2.0,Delivered,2026-03-26
1506,Clothing,68.84,2.0,Delivered,2026-03-21
1507,Beauty,120.23,5.0,Delivered,2026-03-28
1508,Beauty,111.38,3.0,Delivered,2026-04-17
1509,Beauty,125.5,5.0,Delivered,2026-06-08
1510,Home,387.14,5.0,Delivered,2026-04-09
1511,Home,410.23,1.0,Delivered,2026-05-05
1512,Electronics,875.84,5.0,Delivered,2026-06-14
1513,Beauty,191.55,,Pending,2026-05-12
